degree,count
0,0.0
1,59024.46845716761
2,49613.092706910975
3,35128.60210750825
4,25482.62132921873
5,18351.533328302612
6,13687.99233034064
7,10395.120908757846
8,7440.905944170401
9,7440.90594417043
10,5022.929022637254
11,5022.929022637254
12,3345.411623795284
13,3345.411623795284
14,3345.411623795284
15,2152.2703094609897
16,2152.2703094609897
17,2152.2703094609897
18,1380.1919397134916
19,1380.1919397134916
20,1380.1919397134916
21,1380.1919397134916
22,876.5761564169661
23,876.5761564169661
24,876.5761564169661
25,876.5761564169661
26,649.9299887100933
27,649.9299887100933
28,649.9299887100933
29,649.9299887100933
30,649.9299887100933
31,395.6631725752959
32,395.6631725752959
33,395.6631725752959
34,395.6631725752959
35,395.6631725752959
36,395.6631725752959
37,395.6631725752959
38,232.08399074606132
39,232.08399074606132
40,232.08399074606132
41,232.08399074606132
42,232.08399074606132
43,232.08399074606132
44,232.08399074606132
45,232.08399074606132
46,139.02566208550707
47,139.02566208550707
48,139.02566208550707
49,139.02566208550707
50,139.02566208550707
51,139.02566208550707
52,139.02566208550707
53,139.02566208550707
54,139.02566208550707
55,80.81874050787883
56,80.81874050787883
57,80.81874050787883
58,80.81874050787883
59,80.81874050787883
60,80.81874050787883
61,80.81874050787883
62,80.81874050787883
63,80.81874050787883
64,80.81874050787883
65,80.81874050787883
66,41.12898439250421
67,41.12898439250421
68,41.12898439250421
69,41.12898439250421
70,41.12898439250421
71,41.12898439250421
72,41.12898439250421
73,41.12898439250421
74,41.12898439250421
75,41.12898439250421
76,41.12898439250421
77,41.12898439250421
78,41.12898439250421
79,24.19932996784337
80,24.19932996784337
81,24.19932996784337
82,24.19932996784337
83,24.19932996784337
84,24.19932996784337
85,24.19932996784337
86,24.19932996784337
87,24.19932996784337
88,24.19932996784337
89,24.19932996784337
90,24.19932996784337
91,24.19932996784337
92,24.19932996784337
93,24.19932996784337
94,24.19932996784337
95,11.68821185757406
96,11.68821185757406
97,11.68821185757406
98,11.68821185757406
99,11.68821185757406
100,11.68821185757406
101,11.68821185757406
102,11.68821185757406
103,11.68821185757406
104,11.68821185757406
105,11.68821185757406
106,11.68821185757406
107,11.68821185757406
108,11.68821185757406
109,11.68821185757406
110,11.68821185757406
111,11.68821185757406
112,11.68821185757406
113,11.68821185757406
114,39.825493754062336
115,39.825493754062336
116,39.825493754062336
117,4.0371110393931104
118,3.072383729450948
119,2.1076564195087713
120,1.1429291095665945
121,0.17820179962441784
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
