degree,count
0,0.0
1,43419.91213354761
2,59053.37027686556
3,49696.46558690145
4,35109.46100998175
5,25505.857764666842
6,18356.03037571383
7,13615.625146768405
8,10429.03667129745
9,8335.872124193877
10,6501.354626815533
11,5383.040590820427
12,4621.063043349015
13,3859.5432178403717
14,3370.801416468399
15,2897.3566044815234
16,2507.7829220203566
17,2206.117186586838
18,1860.4206829455798
19,1644.668251107505
20,1490.3619330587098
21,1237.5120587401325
22,1140.385707857553
23,1064.6229629124282
24,740.0288054621196
25,789.0614859915804
26,754.6194835058413
27,717.041368619306
28,767.7328591686673
29,644.3877443474485
30,573.019899647974
31,533.0160853526322
32,469.89232861599885
33,496.39171432115836
34,374.12307217594935
35,457.5530945319915
36,332.3659071365255
37,297.0571412370773
38,353.28653255885
39,285.8226783325663
40,211.22208667802624
41,230.45715090911835
42,231.7807174414047
43,230.22444189031376
44,271.59962962026475
45,156.84026399516733
46,134.78714952868177
47,37.07215749187162
48,139.66001009277534
49,0.0
50,94.82458403729834
51,131.77799849730218
52,77.2427491688868
53,171.13104809942888
54,136.7619946646155
55,0.0
56,199.50524928286904
57,94.6261710676481
58,131.9982957416214
59,90.05225924536353
60,122.11472710879752
61,41.901445968134794
62,112.4136670047883
63,46.5403293519048
64,54.236141737084836
65,67.75258815678535
66,35.53241909603821
67,92.43371858424507
68,78.52955758816097
69,46.73103986220667
70,55.724531321262475
71,112.08803826139774
72,0.0
73,67.78970946511254
74,26.80656536051538
75,80.06689588405425
76,28.93093651876552
77,0.48039596481248736
78,0.0
79,0.0
80,0.0
81,87.35785106098047
82,83.65427497285418
83,0.0
84,14.009807170077693
85,6.216216746659484
86,15.297022569458932
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,85.51570989284664
99,0.0
100,0.0
101,0.0
102,0.0
103,30.035348122008145
104,17.259660099458415
105,0.0
106,0.0
107,0.0
108,0.0
109,41.19841747375904
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,4.598797535465565
122,3.2316495034028776
123,48.85094181151362
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,63.75581104145385
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.013122071279212832
159,0.0
160,218.70438145601656
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,1.8212102767768652
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
