degree,count
0,0.0
1,315.67613023769377
2,43584.054534201896
3,59170.32803610631
4,49603.02230817506
5,34975.30257896727
6,25437.344572199916
7,18362.408076886146
8,13731.237345152098
9,10209.728214765899
10,8339.182480406831
11,6519.94557501009
12,5353.269524451462
13,4697.427836498478
14,3824.1407887707464
15,3298.935937796661
16,2919.7101942771114
17,2491.866275640379
18,2170.209530816064
19,1785.2401992602972
20,1676.057800967421
21,1525.5282385924947
22,1180.2797116608708
23,1166.6831622458412
24,1012.6694858245319
25,890.1438305950142
26,805.7045663400204
27,754.8673681213986
28,757.7348891273141
29,649.7675462381449
30,640.1585561658721
31,652.5843662861735
32,514.279929309967
33,558.0741659943596
34,410.4772473758203
35,377.715008572035
36,444.88203455717303
37,230.69527941267006
38,421.288548789802
39,359.87634098751005
40,250.422240631131
41,223.83596484310692
42,290.62939378398005
43,194.95795500767417
44,312.6569413380348
45,217.82821172155673
46,164.4330726696062
47,51.595546027005184
48,330.55648348951945
49,86.02775793417823
50,228.7121929320274
51,37.93631453753915
52,140.36970366095193
53,95.18349852442043
54,164.9963182094507
55,131.6657861788408
56,117.45139452914009
57,72.1548320731963
58,38.22273554163985
59,126.54471164790448
60,124.27837170532439
61,157.64216474955902
62,0.0
63,18.19047483021859
64,102.932358932856
65,87.120412195276
66,47.98669959988911
67,76.81443907925859
68,58.55145821761107
69,28.70923645561561
70,54.39700606634142
71,51.00927309895633
72,30.991115628916305
73,74.1922750272206
74,66.93908982007997
75,1.437355694361031
76,22.42081268824404
77,55.921992263465654
78,0.0
79,0.0
80,70.17172209982104
81,67.33658289484492
82,64.50144368986878
83,61.66630448489266
84,58.83116527991655
85,55.99602607494043
86,53.160886869964315
87,50.3257476649882
88,47.49060846001208
89,44.65546925503594
90,41.82033005005982
91,38.98519084508371
92,36.15005164010762
93,33.314912435131475
94,30.47977323015533
95,27.644634025179244
96,24.8094948202031
97,21.97435561522701
98,19.139216410250867
99,16.30407720527478
100,13.468938000298635
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,0.0
124,0.0
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.0
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,0.0
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.0
158,0.0
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.0
180,0.0
181,0.0
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,0.0
206,0.0
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,0.0
